"concept","concept_type","name"
"indicator","entity_domain","indicator"
"target","entity_domain","target"
"goal","entity_domain","goal"
"name","string","name"
"description","string","description"
"tier_proposed","string","tier_proposed"
"tier_revised","string","tier_revised"
"tier_revised_coded","string","tier_revised_coded"
"tier_proposed_coded","string","tier_proposed_coded"
